subject_id,subject_kind,severity,category,details_json,suggested_fix
practitioner:cao fei,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Vitamin Creative Space""}",add edge OR remove claim from prose
practitioner:cao fei,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Second Life art""}",add edge OR remove claim from prose
practitioner:cao fei,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Spruth Magers""}",add edge OR remove claim from prose
practitioner:casey reas,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""generative art""}",add edge OR remove claim from prose
practitioner:casey reas,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""digital art infrastructure""}",add edge OR remove claim from prose
practitioner:casey reas,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""UCLA""}",add edge OR remove claim from prose
practitioner:casey reas,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Whitney""}",add edge OR remove claim from prose
practitioner:casey reas,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""V&A""}",add edge OR remove claim from prose
practitioner:casey reas,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Processing community""}",add edge OR remove claim from prose
practitioner:casey reas,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Feral File""}",add edge OR remove claim from prose
practitioner:casey reas,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""historical computational art""}",add edge OR remove claim from prose
practitioner:casey reas,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""blockchain/NFT art scenes""}",add edge OR remove claim from prose
practitioner:danielle brathwaite-shirley,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Berlin digital art scene""}",add edge OR remove claim from prose
practitioner:danielle brathwaite-shirley,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""London art scene""}",add edge OR remove claim from prose
practitioner:danielle brathwaite-shirley,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Slade School of Fine Art""}",add edge OR remove claim from prose
practitioner:danielle brathwaite-shirley,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""UK institutional circuit (Tate, Serpentine, Barbican)""}",add edge OR remove claim from prose
practitioner:danielle brathwaite-shirley,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""international biennials""}",add edge OR remove claim from prose
practitioner:danielle brathwaite-shirley,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""queer digital art""}",add edge OR remove claim from prose
practitioner:danielle brathwaite-shirley,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""archival art practice""}",add edge OR remove claim from prose
practitioner:danielle brathwaite-shirley,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Black trans art and activism""}",add edge OR remove claim from prose
practitioner:everest pipkin,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""indie games""}",add edge OR remove claim from prose
practitioner:everest pipkin,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""digital commons movement""}",add edge OR remove claim from prose
practitioner:everest pipkin,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""creative coding community""}",add edge OR remove claim from prose
practitioner:everest pipkin,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""art world""}",add edge OR remove claim from prose
practitioner:everest pipkin,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""tech ethics discourse""}",add edge OR remove claim from prose
practitioner:florian hecker,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Editions Mego""}",add edge OR remove claim from prose
practitioner:florian hecker,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Raster-Noton""}",add edge OR remove claim from prose
practitioner:florian hecker,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Urbanomic""}",add edge OR remove claim from prose
practitioner:florian hecker,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""CCRU""}",add edge OR remove claim from prose
practitioner:florian hecker,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Vienna electronic music scene""}",add edge OR remove claim from prose
practitioner:florian hecker,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""London art scene""}",add edge OR remove claim from prose
practitioner:florian hecker,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""psychoacoustics research community""}",add edge OR remove claim from prose
practitioner:grimes elftech,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Mainstream pop/electronic music""}",add edge OR remove claim from prose
practitioner:grimes elftech,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""AI art and music""}",add edge OR remove claim from prose
practitioner:grimes elftech,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Tech industry""}",add edge OR remove claim from prose
practitioner:grimes elftech,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Web3/crypto-adjacent""}",add edge OR remove claim from prose
practitioner:grimes elftech,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Experimental electronic music""}",add edge OR remove claim from prose
practitioner:grimes elftech,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""CreateSafe ecosystem""}",add edge OR remove claim from prose
practitioner:harm van den dorpel,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Berlin digital art""}",add edge OR remove claim from prose
practitioner:harm van den dorpel,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""crypto/blockchain art""}",add edge OR remove claim from prose
practitioner:harm van den dorpel,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""artificial life art""}",add edge OR remove claim from prose
practitioner:harold cohen,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""UC San Diego Centre for Research in Computing and the Arts (CRCA)""}",add edge OR remove claim from prose
practitioner:harold cohen,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""symbolic-AI research community""}",add edge OR remove claim from prose
practitioner:harold cohen,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""early AI art pioneers (pre-deep-learning era)""}",add edge OR remove claim from prose
practitioner:hito steyerl,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""critical media art""}",add edge OR remove claim from prose
practitioner:hito steyerl,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Berlin art scene""}",add edge OR remove claim from prose
practitioner:hito steyerl,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Venice Biennale""}",add edge OR remove claim from prose
practitioner:hito steyerl,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""documenta""}",add edge OR remove claim from prose
practitioner:hito steyerl,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Serpentine""}",add edge OR remove claim from prose
practitioner:hito steyerl,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""critical AI/technology discourse""}",add edge OR remove claim from prose
practitioner:hito steyerl,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""UdK Berlin academic community""}",add edge OR remove claim from prose
practitioner:hito steyerl,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""e-flux publishing network""}",add edge OR remove claim from prose
practitioner:holly herndon,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""AI art and music""}",add edge OR remove claim from prose
practitioner:holly herndon,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Berlin electronic music and experimental art""}",add edge OR remove claim from prose
practitioner:holly herndon,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Stanford CCRMA alumni network""}",add edge OR remove claim from prose
practitioner:holly herndon,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Serpentine Arts Technologies""}",add edge OR remove claim from prose
practitioner:holly herndon,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Web3/DAO art community""}",add edge OR remove claim from prose
practitioner:holly herndon,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""AI ethics and policy""}",add edge OR remove claim from prose
practitioner:holly herndon,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""TIME 100 most influential voices in AI (2023)""}",add edge OR remove claim from prose
practitioner:holly herndon,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Ars Electronica STARTS Prize 2022""}",add edge OR remove claim from prose
practitioner:holly herndon,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Austrian Digital Human Rights Award 2024""}",add edge OR remove claim from prose
practitioner:holly herndon,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Kairos Prize 2025""}",add edge OR remove claim from prose
practitioner:holly herndon,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""European digital arts""}",add edge OR remove claim from prose
practitioner:ian cheng,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Contemporary art""}",add edge OR remove claim from prose
practitioner:ian cheng,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""MoMA""}",add edge OR remove claim from prose
practitioner:ian cheng,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Serpentine""}",add edge OR remove claim from prose
practitioner:ian cheng,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""LUMA""}",add edge OR remove claim from prose
practitioner:ian cheng,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""The Shed""}",add edge OR remove claim from prose
practitioner:ian cheng,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""simulation art""}",add edge OR remove claim from prose
practitioner:ian cheng,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""post-internet art generation""}",add edge OR remove claim from prose
practitioner:ian cheng,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""cognitive science""}",add edge OR remove claim from prose
practitioner:ian cheng,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""complexity theory""}",add edge OR remove claim from prose
practitioner:ian cheng,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""philosophy of mind""}",add edge OR remove claim from prose
practitioner:jake elwes,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""London AI art scene""}",add edge OR remove claim from prose
practitioner:jake elwes,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Slade School of Fine Art (UCL)""}",add edge OR remove claim from prose
practitioner:jake elwes,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Barbican""}",add edge OR remove claim from prose
practitioner:jake elwes,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Science Gallery London""}",add edge OR remove claim from prose
practitioner:jake elwes,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""arebyte""}",add edge OR remove claim from prose
practitioner:jake elwes,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""AI ethics and art discourse""}",add edge OR remove claim from prose
practitioner:jake elwes,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""LGBTQ+ art and drag culture""}",add edge OR remove claim from prose
practitioner:jake elwes,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Ars Electronica""}",add edge OR remove claim from prose
practitioner:james bridle,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""art-technology crossover""}",add edge OR remove claim from prose
practitioner:james bridle,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""investigative art""}",add edge OR remove claim from prose
practitioner:james bridle,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""new aesthetics""}",add edge OR remove claim from prose
practitioner:james bridle,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""ecological technology""}",add edge OR remove claim from prose
practitioner:james bridle,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""transmediale""}",add edge OR remove claim from prose
practitioner:james bridle,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Serpentine Galleries""}",add edge OR remove claim from prose
practitioner:james bridle,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Barbican""}",add edge OR remove claim from prose
practitioner:james bridle,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""critical technology studies""}",add edge OR remove claim from prose
practitioner:jonas lund,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""European digital art scene""}",add edge OR remove claim from prose
practitioner:jonas lund,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""post-internet scene""}",add edge OR remove claim from prose
practitioner:jonas lund,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""blockchain art community""}",add edge OR remove claim from prose
practitioner:jonas lund,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Amsterdam art scene""}",add edge OR remove claim from prose
practitioner:jonas lund,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Berlin art scene""}",add edge OR remove claim from prose
practitioner:jonas lund,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""institutional critique""}",add edge OR remove claim from prose
practitioner:jonas lund,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""net art tradition""}",add edge OR remove claim from prose
practitioner:jonas lund,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Sandberg Instituut""}",add edge OR remove claim from prose
practitioner:jonas lund,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Piet Zwart Institute""}",add edge OR remove claim from prose
practitioner:jonas lund,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""NOME Gallery Berlin""}",add edge OR remove claim from prose
practitioner:jonas lund,node,warning,claimed_but_unlinked,"{""model_id"": ""claude-haiku-4-5"", ""prompt_version"": 1, ""prose_claim"": ""Whitechapel Gallery""}",add edge OR remove claim from prose
